Size_m2,Bedrooms,Bathrooms,Location,YearBuilt,Price
313.08,5,2,City,1997,280
175.87,7,2,City,2002,399
192.87,9,1,Suburb,1964,396
305.84,12,5,Suburb,1996,408
335.75,12,5,City,2017,660
261.89,3,2,Suburb,2022,120
166.85,3,2,City,2010,168
355.63,10,2,Suburb,2002,440
189.8,4,1,City,2024,200
202.71,9,1,City,2021,531
247.31,3,2,Suburb,2022,114
327.11,14,5,City,1989,938
281.03,11,1,Suburb,1997,396
252.14,9,3,City,2010,540
255.3,2,3,Suburb,1997,66
227.61,4,5,City,2007,280
261.52,10,2,Suburb,1971,450
58.25,2,1,City,1979,100
205.22,1,4,Suburb,1961,31
240.71,7,4,Suburb,2014,273
149.02,6,3,Suburb,1965,252
250.19,1,5,Suburb,2021,43
211.35,9,1,City,2008,603
340.4,10,1,Suburb,2013,370
328.41,5,3,City,1969,255
194.07,1,1,City,1983,51
214.88,10,3,City,1988,520
219.9,1,4,City,1965,63
195,1,1,City,2017,52
237.65,9,3,City,2016,477
174.84,10,2,City,1962,630
150.32,9,2,City,1983,450
265.8,5,2,Suburb,1978,160
266.26,5,2,Suburb,1968,200
171.87,10,5,City,1989,650
283.73,3,4,Suburb,2003,111
183.2,6,1,Suburb,2012,228
241.45,2,5,City,2019,118
278.8,9,3,Suburb,1982,315
222.6,8,2,Suburb,2020,352
254.74,3,1,Suburb,1966,105
190.82,14,5,City,2003,714
211.82,13,1,City,2014,819
211.26,5,4,Suburb,1998,220
175.59,3,4,City,2018,171
213.12,4,2,City,1964,260
122.82,11,2,Suburb,2001,451
192.4,14,3,Suburb,1973,490
206.06,12,2,Suburb,1986,588
207.92,8,2,Suburb,1975,296
208.85,9,5,City,1961,450
220.74,5,2,City,1978,320
256.32,13,4,City,1982,767
282.33,8,4,City,2000,464
182,8,2,City,1973,472
145.58,9,3,City,2006,468
156.17,10,2,City,2022,510
192.68,1,5,City,1967,51
201.6,11,2,City,1986,737
174.1,2,1,Suburb,1999,68
139.45,5,1,City,1987,260
194.72,1,3,City,2020,70
236.72,3,5,City,1997,189
263.94,9,2,Suburb,1983,270
188.13,8,5,Suburb,1987,296
197.6,2,1,City,2000,126
163.79,13,1,City,1977,741
222.69,8,3,Suburb,2008,344
168.9,1,5,City,1985,61
262.54,2,1,Suburb,1962,88
107.21,12,2,City,1997,696
201.13,12,1,Suburb,1973,408
244.61,14,5,Suburb,1960,546
236.9,6,1,City,1970,306
402.08,7,3,Suburb,1999,350
247.87,14,4,Suburb,1963,602
158.68,2,5,Suburb,1993,66
218.51,8,4,City,2024,520
107.86,10,1,City,2015,670
219.44,3,3,Suburb,1969,117
169.92,14,4,Suburb,2023,602
285.03,8,1,City,1972,544
188.59,3,4,City,1981,153
217.11,11,1,City,2015,715
182.93,7,5,Suburb,2024,259
339.28,4,3,City,1972,248
203.64,7,4,City,1960,413
345.41,3,4,City,1997,162
278.43,2,3,City,2017,138
256.51,3,3,Suburb,1984,144
249.07,2,2,Suburb,2001,66
250.75,6,3,City,1992,354
97.83,5,5,Suburb,2016,210
206.43,10,1,City,1996,680
280.47,13,2,Suburb,2016,546
221.57,5,2,City,2021,335
132.29,9,2,City,1962,450
221.29,4,1,Suburb,1989,128
336.96,11,2,City,2022,748
306.86,7,1,City,1982,490
220.74,3,1,Suburb,2020,90
287.44,4,5,City,1961,212
200.67,10,4,Suburb,1986,360
112.6,3,4,City,2007,201
163.88,5,4,City,2022,290
327.67,2,3,Suburb,1964,84
206.71,2,3,Suburb,1960,62
208.75,9,3,City,1981,630
205.04,1,2,City,1983,63
350.15,4,2,Suburb,2018,132
331.85,1,4,Suburb,2009,35
370.87,2,5,City,1982,134
214.33,9,2,City,1977,522
244.24,12,1,City,1981,816
124.95,3,2,Suburb,2003,129
322,8,2,City,2003,520
147.9,11,5,Suburb,1996,550
239.04,8,1,City,1966,496
152.55,5,4,Suburb,1983,210
185.99,2,5,City,2000,132
169.64,11,4,Suburb,1977,495
184.78,13,4,Suburb,2019,650
189.24,12,4,City,2011,648
188.69,9,1,Suburb,2008,405
279.64,8,4,Suburb,2004,304
151.99,7,4,Suburb,1968,273
239.32,13,2,City,1985,910
305,11,3,City,1985,605
191.01,10,4,City,1989,530
177.54,3,1,City,1986,174
209.59,12,3,Suburb,1963,516
302.49,6,5,Suburb,2010,300
237.55,3,3,City,1969,174
189.8,8,2,Suburb,1995,256
256.69,1,4,Suburb,2005,49
152.18,8,3,City,1965,520
269.7,9,3,City,1962,630
251.67,9,2,Suburb,2009,315
204.48,9,1,City,2001,495
169.55,10,1,Suburb,2013,460
166.39,5,5,Suburb,1998,235
260.04,3,1,City,2014,189
305.74,6,5,City,1970,366
182.83,5,1,Suburb,1989,200
254.93,13,2,City,2015,689
87.33,14,4,Suburb,1988,560
186.27,7,2,Suburb,1976,308
222.78,14,3,City,1992,812
164.9,13,2,City,1980,793
163.14,1,5,City,1969,66
180.79,1,1,City,1998,65
244.06,5,3,Suburb,2006,240
212.47,11,2,City,2011,660
77.39,7,3,City,2000,357
85.1,1,3,City,2006,59
184.78,5,3,Suburb,2002,170
254.93,10,4,City,1996,550
46.45,5,5,City,2023,330
191.84,6,3,City,2019,330
190.17,12,2,City,1984,732
316.24,2,1,City,1981,100
199.46,4,3,Suburb,2002,192
250,4,2,Suburb,1995,188
234.12,12,3,Suburb,2005,552
84.45,14,4,City,1981,924
275.36,9,4,City,1994,576
238.95,9,1,Suburb,2006,324
258.27,14,2,City,1992,882
483.28,6,3,Suburb,1972,204
87.51,13,1,City,2015,728
338.35,8,5,Suburb,1972,240
205.87,8,4,Suburb,2009,312
243.68,11,1,City,2016,649
221.76,14,2,City,1987,798
196.86,11,5,City,2024,704
187.29,4,5,City,1983,220
246.47,12,3,City,1966,768
124.86,2,5,Suburb,1983,60
274.25,9,1,City,1968,531
197.42,14,2,Suburb,1974,644
150.41,6,3,City,2015,348
195.19,2,3,Suburb,1976,72
307.6,12,1,Suburb,1978,564
189.52,4,4,Suburb,1968,152
248.42,11,3,City,2023,704
176.7,10,3,Suburb,2016,440
274.71,8,3,City,1997,456
269.88,11,1,Suburb,1967,396
346.53,2,4,City,1965,102
213.21,12,3,Suburb,2008,444
268.86,13,2,City,2004,650
231.24,5,5,City,1980,275
310.11,1,4,Suburb,1993,48
177.44,2,2,Suburb,1971,90
273.88,3,2,City,1998,174
212,7,3,Suburb,1965,280
220.55,1,1,City,1991,50
230.86,5,1,City,2019,255
241.36,8,3,Suburb,1967,264
217.11,5,4,City,1997,290
238.95,2,1,Suburb,1978,88
328.69,1,1,City,2014,65
289.67,12,3,City,1968,660
282.05,2,3,City,2011,102
194.82,3,4,City,1987,156
166.2,10,1,Suburb,2021,350
287.72,2,3,City,2007,116
282.52,8,4,Suburb,1998,376
321.72,2,2,City,2012,100
185.06,5,5,City,2022,280
209.68,10,3,Suburb,1978,400
116.87,14,3,City,1992,728
198.91,14,4,City,2023,910
290.41,6,1,Suburb,1985,216
194.07,1,4,City,2004,60
267,13,1,City,1960,754
212.28,9,5,City,1994,576
246.1,1,2,Suburb,2004,37
149.2,7,5,Suburb,1992,217
230.4,6,1,Suburb,1990,192
46.45,8,5,Suburb,2023,368
212.47,10,1,Suburb,1974,500
117.43,11,5,Suburb,2005,484
304.16,13,2,Suburb,2007,637
276.01,5,3,Suburb,1999,195
255.48,10,4,City,1960,570
324.97,6,1,Suburb,1979,282
162.3,2,5,City,1981,128
339.84,1,4,City,2013,64
286.14,13,3,City,2024,650
209.22,13,3,City,1974,806
299.61,5,3,City,2020,345
151.9,14,1,Suburb,1973,546
170.48,4,3,Suburb,2008,132
184.69,6,2,City,1965,306
189.99,1,1,Suburb,2000,33
155.24,11,5,Suburb,1990,352
305.37,8,1,Suburb,2023,272
207.73,7,4,Suburb,2010,252
247.96,13,2,Suburb,2018,611
187.2,2,1,City,2014,126
104.89,4,5,City,2008,248
242.57,5,1,City,1999,270
98.85,13,1,City,1974,676
220.27,12,2,City,2024,756
134.71,5,2,Suburb,1966,205
355.63,2,5,Suburb,2021,98
284.84,1,4,City,2013,61
231.79,12,5,City,2011,756
307.97,6,5,Suburb,2010,192
169.08,13,1,Suburb,1963,611
260.59,1,4,City,1960,59
237.92,13,1,City,1994,871
242.2,10,1,Suburb,1969,480
308.53,6,4,Suburb,2024,180
273.04,14,2,City,2010,826
243.78,14,5,Suburb,1989,448
115.85,7,4,Suburb,1998,217
161.56,8,1,City,1969,488
216.74,3,4,Suburb,2003,123
230.96,12,4,City,1991,816
150.41,11,4,Suburb,2003,385
383.6,12,1,City,2022,624
324.6,6,5,Suburb,2020,246
264.4,10,1,Suburb,2024,410
229.56,3,2,City,2000,177
210.8,13,4,City,1971,650
162.12,11,3,Suburb,1961,451
229.93,4,3,City,2019,256
241.73,10,3,City,1984,540
142.98,7,1,Suburb,2020,217
246.75,8,1,Suburb,1981,400
214.61,9,2,Suburb,2015,405
99.13,1,5,City,1980,66
168.15,10,1,Suburb,2014,400
197.51,2,3,Suburb,1999,76
349.13,4,5,City,2010,248
261.43,9,5,City,1981,594
136.85,3,2,City,1987,153
256.78,3,2,Suburb,1963,135
122.91,1,2,City,1985,51
296.08,3,3,Suburb,2019,105
193.8,10,5,Suburb,1982,380
218.6,3,3,Suburb,2000,108
312.06,11,4,Suburb,2017,473
140,13,3,City,1967,728
132.76,10,2,City,2010,620
186.36,4,3,City,2020,228
293.2,5,2,City,1960,350
124.77,2,3,Suburb,1989,60
46.45,2,5,City,1976,126
195.1,1,1,Suburb,1982,35
261.15,6,1,City,1983,300
303.79,12,3,City,2011,720
194.26,9,3,Suburb,2017,387
197.7,4,4,Suburb,1981,172
300.73,4,4,Suburb,2018,140
101.64,2,2,City,2003,110
199.18,12,4,Suburb,1996,540
237.37,8,3,City,1993,560
254.37,8,2,Suburb,2016,328
191.19,6,5,City,2016,378
227.05,6,1,Suburb,1999,240
60.94,13,4,Suburb,1979,572
181.44,7,5,Suburb,1976,266
254.65,9,4,Suburb,2011,297
160.07,14,5,City,1963,854
228.63,12,1,City,2022,756
254.18,3,4,City,2009,198
202.25,4,2,City,2009,200
235.97,2,5,Suburb,1975,74
161.37,9,2,Suburb,2020,333
211.17,1,2,City,2003,55
264.96,4,2,City,1977,264
235.14,5,5,City,2009,270
186.18,9,2,City,1989,468
239.6,12,1,City,2008,696
271.83,9,5,Suburb,1980,324
89.84,11,5,Suburb,1981,407
301.1,14,2,City,2006,784
202.62,2,1,City,1984,140
252.79,3,3,Suburb,2015,93
303.61,13,4,City,2023,832
134.43,8,2,City,1987,440
178.1,4,5,Suburb,1992,180
205.78,4,4,Suburb,1963,168
173.17,10,4,Suburb,1971,410
339,6,5,City,1976,420
168.34,8,1,City,1995,456
188.22,11,2,Suburb,1975,418
238.2,5,3,City,1982,265
145.67,11,3,City,1968,594
198.72,14,3,City,2014,868
245.73,13,3,City,2023,793
202.9,10,5,City,2006,680
218.6,3,1,Suburb,1969,96
189.89,2,1,City,1963,112
125.05,7,5,Suburb,1989,210
246.01,6,3,Suburb,1970,252
340.3,7,3,City,2010,469
226.03,2,5,Suburb,1978,86
239.6,9,4,Suburb,1972,405
270.44,5,4,City,2016,350
141.21,6,4,Suburb,1962,294
336.87,11,3,City,1997,594
238.11,12,5,City,1986,828
332.22,8,2,Suburb,1969,312
176.52,8,4,City,2012,496
344.48,5,3,Suburb,1986,225
275.83,4,5,Suburb,1966,160
261.24,12,1,City,1972,780
240.15,14,1,City,2019,910
208.38,10,3,City,1973,510
303.89,11,5,City,2003,572
234.02,9,4,City,1987,531
95.23,6,1,City,1982,360
151.25,9,3,City,1971,567
212.56,6,4,City,1983,306
245.17,14,1,City,2010,784
221.02,4,2,City,1981,236
305.09,8,3,Suburb,2021,336
96.34,12,5,Suburb,1985,552
234.21,6,2,City,2017,348
105.07,8,2,City,1974,560
274.81,3,3,City,1965,180
218.6,6,2,City,1961,306
252.42,6,1,City,1990,390
167.88,1,1,Suburb,1983,47
309,1,5,City,1994,62
293.39,5,3,City,2006,275
263.19,12,2,Suburb,1990,372
216.28,9,5,City,1961,540
263.01,7,2,City,2018,420
178.28,6,1,Suburb,2022,282
281.12,12,3,City,1976,840
333.43,13,4,City,2013,832
295.25,10,1,Suburb,1980,320
176.7,14,4,City,1981,910
248.61,10,3,Suburb,2014,420
139.63,6,4,City,1988,372
262.45,4,1,Suburb,1980,180
254.46,14,2,Suburb,1961,560
101.64,5,1,City,2001,310
148.27,2,5,Suburb,2011,78
206.15,7,1,Suburb,1997,329
204.94,2,3,City,1962,100
145.11,1,1,Suburb,1984,30
250.37,2,1,Suburb,2021,60
241.36,1,2,City,1974,59
212,7,3,Suburb,1969,224
175.03,1,1,City,2003,58
293.85,6,2,Suburb,2000,264
333.8,7,1,Suburb,1979,259
192.96,13,3,Suburb,1996,533
184.51,11,3,Suburb,1998,517
257.16,3,5,City,1967,162
201.23,7,5,Suburb,2002,217
215.63,11,4,City,1969,627
273.51,14,3,City,2000,728
99.03,3,3,Suburb,1963,120
311.6,2,5,City,1963,120
229.56,1,2,Suburb,1983,33
197.7,10,4,City,1980,570
218.88,8,1,Suburb,1969,312
222.32,1,4,City,2005,51
110.83,13,4,City,2003,728
323.21,1,5,Suburb,1992,39
227.52,6,3,Suburb,1995,198
254,13,2,City,1984,897
287.44,5,4,City,1972,250
157.56,13,1,City,1998,871
255.95,8,2,City,1997,480
207.17,4,2,City,1989,240
280.57,13,4,City,1973,676
84.73,4,1,Suburb,2009,140
218.23,3,3,Suburb,1960,135
185.06,4,4,Suburb,2020,196
253.25,14,4,City,1962,910
255.76,3,5,City,2009,153
178.19,11,2,Suburb,2020,506
177.91,6,1,Suburb,1995,192
217.49,9,2,Suburb,1963,297
165.74,6,5,Suburb,2002,294
280.2,5,4,Suburb,1973,210
200.48,9,3,Suburb,1966,432
46.45,5,2,Suburb,1967,190
200.11,1,3,Suburb,2003,47
156.36,12,5,City,2023,792
117.34,12,4,Suburb,1966,384
143.35,3,1,Suburb,2007,114
231.98,5,5,Suburb,2021,180
312.25,3,4,City,1984,201
245.45,7,4,Suburb,2023,322
184.88,7,1,City,1977,378
254.83,12,5,City,1963,636
194.54,14,4,City,1976,812
179.02,11,5,City,2006,682
148.74,7,5,City,2004,392
109.44,11,5,Suburb,2017,451
199.09,6,5,Suburb,1962,228
235.23,7,5,City,1971,455
218.41,1,5,City,1976,66
197.42,5,4,City,1981,270
162.49,12,1,City,1998,744
264.87,12,1,City,1998,600
138.05,8,4,Suburb,1975,336
275.92,10,1,City,2010,650
158.77,6,2,City,1988,330
175.22,2,2,City,2000,126
128.21,11,2,Suburb,2016,473
191.75,12,4,Suburb,1987,528
289.02,14,5,Suburb,1980,616
258.73,13,2,City,1963,741
289.21,10,4,City,1974,520
259.2,9,2,Suburb,2012,360
152.08,13,2,Suburb,2005,650
202.99,12,2,Suburb,1966,396
173.45,13,4,City,1977,663
312.43,9,2,City,1980,585
145.95,11,4,Suburb,1967,352
283.63,12,4,Suburb,2018,492
283.63,11,4,City,1979,737
345.23,6,1,Suburb,2014,246
197.79,12,1,City,2021,624
271.65,12,2,Suburb,1977,492
375.05,2,4,City,2015,118
184.13,12,3,City,1981,840
123.75,3,2,Suburb,1967,129
100.99,6,5,City,1970,336
271.74,2,2,City,1971,100
100.8,1,4,Suburb,2007,37
200.3,5,4,City,2022,290
253.63,2,1,Suburb,1986,70
237,6,5,City,1994,396
252.79,3,1,Suburb,1961,105
239.41,10,2,City,1967,640
309,13,1,City,1979,780
162.12,4,1,Suburb,1967,124
180.23,14,4,Suburb,2022,574
173.91,6,1,City,1990,402
279.45,13,4,Suburb,1991,650
284.1,5,4,Suburb,1972,190
254.46,1,1,City,1985,58
302.68,6,5,Suburb,1988,270
147.25,4,4,City,1977,256
334.54,4,3,Suburb,1971,148
325.07,10,2,City,1961,610
273.23,4,3,Suburb,2001,136
342.16,10,5,City,1966,640
115.66,6,4,City,2006,384
190.27,3,4,Suburb,2013,108
176.33,11,1,Suburb,1974,495
272.3,12,5,City,2017,672
155.61,11,1,Suburb,1992,429
274.71,10,1,City,2022,660
315.03,1,5,City,2007,64
270.53,13,1,Suburb,2024,507
243.5,8,3,Suburb,1995,280
159.7,6,2,Suburb,1976,228
168.99,2,2,City,1961,138
307.04,11,1,Suburb,1992,429
276.11,2,3,Suburb,1965,78
222.22,10,4,Suburb,2002,310
197.23,7,4,City,1970,350
91.42,3,1,Suburb,1964,144
154.31,11,4,Suburb,1989,440
350.62,9,5,City,1969,630
140.47,11,1,Suburb,1983,473
237.27,10,2,City,2018,530
291.16,10,1,Suburb,2020,390
142.14,12,2,City,1985,696
237,10,3,City,1998,690
286.51,3,3,City,1962,183
225.57,6,4,Suburb,1997,180
413.7,1,2,Suburb,2001,43
114.92,1,1,City,2007,64
294.5,7,2,Suburb,1972,273
213.4,4,5,Suburb,2015,180
275.64,6,1,Suburb,2018,294
253.81,2,2,City,2022,140
176.52,1,4,Suburb,2002,37
239.88,4,1,City,2016,272
102.47,6,4,City,1980,414
264.49,4,2,Suburb,2013,144
244.43,13,2,Suburb,2012,520
266.82,3,1,City,2004,159
294.5,10,1,Suburb,1995,420
248.98,12,1,Suburb,2022,540
234.58,13,4,City,1960,754
166.76,3,5,Suburb,1992,126
177.91,13,4,City,1991,728
302.96,12,5,City,2017,792
319.4,6,3,Suburb,1985,216
209.12,13,4,City,2020,832
227.8,13,4,Suburb,1976,481
165.18,10,2,Suburb,1988,450
302.03,1,1,Suburb,2022,38
268.58,12,5,City,1965,648
352.66,1,4,City,2018,53
166.95,4,4,City,1980,224
199.93,8,2,Suburb,2004,248
240.06,10,1,Suburb,2004,450
267.37,5,4,City,1994,335
210.61,8,2,Suburb,2011,248
167.32,14,5,Suburb,2005,672
282.8,14,4,City,2016,784
272.3,13,4,City,2001,650
164.44,3,1,City,1975,186
314.01,6,3,Suburb,1964,210
301.84,13,1,Suburb,1960,494
233.65,10,4,Suburb,1981,440
230.03,10,3,City,2007,700
261.24,11,2,City,1985,660
168.06,12,4,City,1993,780
226.78,7,1,City,2017,462
83.06,2,2,Suburb,1966,98
282.52,12,5,City,1984,600
121.98,1,1,Suburb,2016,31
323.77,11,4,City,1971,550
203.09,13,2,Suburb,1990,481
210.89,14,2,City,1986,924
183.48,8,1,Suburb,1993,400
205.78,1,1,Suburb,1993,37
318.19,13,3,City,1996,767
60.94,13,3,Suburb,2017,637
308.9,11,2,City,2019,726
247.03,12,4,Suburb,1985,504
145.3,7,5,City,2004,490
153.94,13,4,City,2004,650
335.19,2,4,City,1991,116
162.49,14,1,Suburb,1982,616
148.83,6,5,Suburb,2024,234
299.71,3,4,City,1998,171
247.12,1,5,Suburb,2004,50
163.04,13,3,City,2022,663
239.04,7,1,Suburb,2013,308
157.28,11,3,City,1986,594
297.29,10,1,City,1995,650
294.69,8,2,City,1964,448
259.85,7,5,City,2010,490
248.61,8,2,City,1991,432
340.77,7,1,Suburb,1980,287
224.73,1,5,Suburb,1976,36
146.97,1,4,Suburb,1985,36
254.37,2,5,Suburb,1981,92
362.14,7,1,City,2000,490
157.94,11,5,City,2018,627
200.95,7,5,City,1969,378
252.23,11,3,Suburb,1964,429
221.2,3,5,City,2014,195
160.07,12,1,Suburb,1985,528
298.68,4,4,Suburb,1963,124
377.56,11,5,Suburb,1986,429
237.74,4,3,City,2017,208
165.27,7,3,Suburb,1962,301
122.82,11,5,Suburb,2009,363
241.73,7,2,Suburb,1985,231
297.48,1,1,Suburb,1977,45
256.04,2,1,Suburb,1966,62
224.64,8,2,City,2004,456
185.99,12,3,Suburb,1972,540
152.83,6,4,Suburb,1965,186
279.73,1,3,Suburb,1994,40
284.93,8,2,City,2012,552
123,5,2,Suburb,2001,185
329.43,9,5,City,1963,477
262.54,4,4,Suburb,2019,132
316.99,12,3,City,2004,624
136.38,8,2,City,1981,424
134.9,6,1,City,1971,348
214.98,13,1,Suburb,2010,546
257.9,5,3,Suburb,1976,155
343.09,2,2,Suburb,1995,64
271.28,7,2,Suburb,2008,322
208.85,4,1,City,1975,200
157.19,3,5,Suburb,2003,150
305.74,4,1,Suburb,1981,200
161.28,9,3,City,1967,585
332.04,12,1,City,1977,660
206.06,7,4,City,1997,427
329.53,3,5,City,1988,180
269.51,5,4,Suburb,1961,160
215.72,10,2,Suburb,2018,480
190.54,4,1,City,2001,228
202.34,11,2,City,1980,671
252.97,3,5,Suburb,1961,150
229.84,12,1,City,1964,804
185.71,13,3,City,1976,910
213.86,9,5,City,1983,459
229.93,9,3,Suburb,1967,441
84.63,3,1,Suburb,1989,126
254.93,8,2,Suburb,2009,392
160.26,10,1,City,1981,640
148.83,4,4,Suburb,2018,172
113.71,11,5,City,1983,737
106.65,9,3,Suburb,1985,441
135.55,10,4,City,2020,540
178.1,14,5,City,1967,896
353.4,5,4,Suburb,1971,200
190.17,13,5,Suburb,1973,403
236.53,11,3,City,1989,682
251.12,7,4,City,2014,378
233.37,9,3,City,2020,558
219.72,6,1,City,2021,396
146.04,6,2,City,1990,420
320.33,2,4,Suburb,1986,60
343.83,7,2,City,1960,420
113.99,7,3,Suburb,2000,252
157.38,11,2,Suburb,1973,407
206.34,12,2,Suburb,2009,516
161.28,5,4,Suburb,2001,175
258.08,6,5,City,1999,324
176.79,12,1,Suburb,1973,480
367.34,6,4,Suburb,1970,222
303.14,2,2,Suburb,2022,94
238.76,10,4,City,2008,700
292.46,2,3,Suburb,1996,96
297.57,3,2,Suburb,1969,135
187.66,3,4,Suburb,2013,105
171.03,6,2,City,1966,372
229.93,2,2,City,1971,116
281.5,2,4,City,2014,110
233.93,13,5,Suburb,1995,390
120.96,9,1,City,1966,540
171.96,1,2,City,1983,63
219.9,5,4,City,1993,325
219.81,3,1,Suburb,2024,93
354.7,8,2,City,1988,464
133.5,10,2,Suburb,1985,490
258.08,7,1,Suburb,2024,280
322.84,11,4,Suburb,2004,341
374.4,4,5,Suburb,1976,172
198.16,4,5,City,1995,208
257.16,7,4,City,2022,441
262.27,4,3,Suburb,1982,196
237.65,4,1,Suburb,2001,176
218.32,6,4,Suburb,2002,228
253.53,11,1,Suburb,2014,484
58.06,10,5,City,2015,700
269.7,6,2,City,1990,324
233.09,13,2,Suburb,2015,611
210.15,13,3,City,2007,832
359.53,13,4,City,2011,741
180.32,14,2,City,1960,938
198.26,13,1,City,1961,650
355.91,4,4,Suburb,2001,172
170.01,3,1,City,1968,168
188.59,10,2,Suburb,1990,420
215.07,6,1,City,1961,318
280.2,5,3,City,1983,290
238.48,7,3,Suburb,2002,301
139.63,12,4,City,2002,636
189.71,11,3,Suburb,2010,484
184.78,12,4,City,2005,660
219.72,13,4,Suburb,1960,559
252.79,2,4,City,1960,118
252.32,7,2,Suburb,2022,336
107.86,13,3,City,2021,780
294.87,2,1,Suburb,2020,98
241.45,11,1,City,1999,715
315.96,13,2,Suburb,1988,637
254,11,2,Suburb,1994,363
297.29,8,5,City,1970,520
255.48,13,1,Suburb,1970,481
313.45,5,2,Suburb,2022,185
259.2,4,2,City,2015,208
218.32,14,1,City,1966,938
374.4,12,2,City,2010,780
283.35,10,4,Suburb,1998,330
262.54,8,4,Suburb,2001,344
140.75,9,5,City,2012,558
139.91,2,3,Suburb,1980,72
244.06,7,1,City,1989,406
234.39,13,4,Suburb,1960,585
184.32,3,3,City,1983,207
234.12,6,5,Suburb,1965,180
329.43,14,4,City,1965,840
270.53,9,5,City,2021,468
149.67,11,2,City,1994,693
217.49,10,1,Suburb,1994,400
171.78,12,5,Suburb,2007,432
199.28,5,3,Suburb,2002,220
197.51,8,4,City,1994,456
193.33,2,4,Suburb,1964,92
142.14,6,5,Suburb,1990,210
216.37,5,2,City,1990,295
187.85,1,5,City,1967,59
46.45,7,1,City,1965,455
360,5,2,City,2012,280
296.45,13,4,Suburb,2003,637
200.02,6,1,City,2008,366
226.03,12,5,Suburb,1967,564
147.62,10,5,City,2023,520
336.49,13,5,Suburb,1963,390
349.69,4,1,City,1991,224
235.14,9,5,City,2012,576
292.18,11,4,City,2022,726
236.35,14,1,City,2019,910
136.75,12,2,City,1992,756
197.7,6,1,Suburb,1981,246
233.47,10,3,Suburb,1990,320
194.82,13,2,Suburb,1983,533
210.43,13,3,Suburb,1962,650
218.79,7,5,Suburb,1992,343
219.44,1,4,City,1985,63
228.26,10,4,City,2010,530
154.96,11,5,Suburb,1989,528
177.54,5,2,Suburb,1994,240
140.19,10,3,Suburb,1984,300
289.21,4,4,Suburb,1987,184
86.12,4,5,Suburb,1985,144
300.73,1,3,City,1967,66
316.06,8,5,Suburb,1974,376
204.85,10,5,City,2008,520
53.42,13,3,Suburb,1967,468
201.04,14,1,City,2014,840
220.55,13,3,Suburb,2017,572
158.21,9,5,Suburb,1962,333
190.82,5,2,City,1968,340
325.53,3,5,City,1973,168
268.58,8,5,City,1979,528
163.88,10,2,Suburb,1963,430
119.57,13,4,Suburb,1983,572
203.27,5,3,Suburb,1987,240
210.7,9,3,Suburb,1990,360
257.43,12,5,City,2023,660
189.52,7,5,City,1976,364
258.46,9,2,City,1965,477
352.2,9,1,City,2019,585
278.52,8,3,City,1970,416
221.67,2,5,City,1997,110
212.75,8,2,City,1993,504
201.32,7,5,Suburb,2006,273
302.49,13,5,Suburb,1991,429
183.48,8,3,City,2016,432
227.8,4,5,City,2005,200
228.17,1,3,Suburb,1994,50
191.75,11,2,City,1981,748
134.43,13,4,Suburb,1975,416
246.1,3,2,Suburb,1964,147
220.74,1,5,City,1985,53
257.71,5,4,Suburb,1983,220
189.62,8,4,Suburb,1991,336
305.19,3,4,Suburb,1982,105
167.04,13,5,City,2008,780
337.52,9,4,City,2021,585
109.72,12,1,Suburb,1970,492
253.44,1,3,City,1977,70
256.13,4,5,Suburb,1969,128
172.43,12,2,Suburb,2019,492
252.7,2,2,City,1967,110
309.09,11,2,Suburb,2007,550
78.78,10,5,Suburb,2000,410
257.9,5,1,Suburb,1967,150
60.57,1,1,Suburb,1996,34
161.19,9,3,Suburb,1996,387
332.04,2,4,Suburb,2023,60
186.46,2,1,Suburb,2018,68
147.53,13,3,City,2004,806
211.73,3,3,City,1975,195
360.93,13,3,Suburb,1985,520
104.14,4,2,City,1990,244
155.52,12,1,Suburb,1986,456
323.4,2,3,Suburb,2002,92
347.09,5,5,Suburb,1974,240
217.95,8,5,Suburb,2017,392
143.16,2,4,City,2008,124
362.79,12,4,Suburb,1984,468
329.81,11,1,Suburb,1995,550
269.51,4,2,City,2006,280
171.31,12,1,City,2018,684
221.57,9,3,City,2011,558
214.23,12,2,City,1999,624
246.56,4,5,City,2002,264
320.33,4,3,City,2015,220
282.7,8,1,Suburb,1962,280
153.85,4,1,Suburb,1971,140
315.41,3,1,City,2024,171
245.45,4,2,City,2002,248
270.07,4,5,Suburb,2005,192
321.35,4,2,City,2019,208
151.62,3,2,City,2020,165
222.41,1,3,City,2008,62
189.8,14,3,Suburb,1984,518
121.52,8,1,City,1962,536
247.59,9,1,Suburb,2022,369
390.19,6,1,Suburb,1989,258
103.59,11,4,Suburb,1963,385
222.69,7,5,City,1980,455
267,6,5,City,1960,330
232.91,14,3,Suburb,2019,546
217.3,5,5,Suburb,1993,185
139.26,14,4,City,1962,952
240.15,11,5,Suburb,1977,418
174.94,10,4,City,2002,540
80.55,10,2,Suburb,2000,320
303.42,1,3,City,1983,52
287.91,4,5,City,1983,232
228.17,5,1,Suburb,1962,200
239.88,10,5,Suburb,2018,320
295.52,13,1,City,2017,858
239.6,12,5,Suburb,1983,576
284.28,10,5,Suburb,1999,350
205.22,3,4,Suburb,1968,138
311.23,3,2,City,2019,189
245.91,13,1,Suburb,1998,507
237.55,9,3,Suburb,1992,369
141.12,12,1,Suburb,1993,408
243.68,8,2,Suburb,2021,360
170.01,3,2,City,2020,195
